Name,FighterId,WeightClass,BirthDate,Height,Weight,Reach,Wins,Losses,Draws,NoContests,TechnicalKnockouts,TechnicalKnockoutLosses,Submissions,SubmissionLosses,TitleWins,TitleLosses,TitleDraws,SigStrikesLandedPerMinute,SigStrikeAccuracy,TakedownAverage,SubmissionAverage,StrikeFinishPercentage,TechnicalKnockoutPercentage,DecisionPercentage,WorkAverage
Danny Henry,140000179,Featherweight,1988-07-17T00:00:00,72.0,145.0,73.0,12,4,0,0,6,0,6,3,0,0,0,6.6,58.4,0.9,2.8,0.0,0.0,7.9,16.631999999999998
Tyson Pedro,140000688,Light Heavyweight,1991-09-17T00:00:00,75.0,205.0,79.0,7,3,0,0,0,0,0,0,0,0,0,0.2,18.1,0.1,0.1,0.7,0.7,0.0,0.0020000000000000005
Michal Oleksiejczuk,140000120,Light Heavyweight,1995-02-22T00:00:00,72.0,206.0,74.0,16,4,0,1,14,2,2,5,0,0,0,7.7,74.6,1.0,0.0,18.1,18.1,7.6,0.0
Marvin Vettori,140000467,Middleweight,1993-09-20T00:00:00,72.0,205.0,74.0,18,5,1,0,4,0,13,0,0,2,0,9.3,78.1,4.4,1.3,0.0,0.0,36.6,53.19600000000001
Daniel Rodriguez,140000508,Welterweight,1986-12-31T00:00:00,73.0,171.0,74.0,16,2,0,0,11,0,6,0,0,0,0,11.6,62.0,1.2,0.2,13.3,13.3,26.6,2.7840000000000003
Ramiz Brahimaj,140000927,Welterweight,1992-11-17T00:00:00,70.0,171.0,72.0,9,3,0,0,0,2,11,0,0,0,0,4.8,46.9,3.1,1.6,0.0,0.0,0.0,23.808
Spike Carlyle,140000900,Featherweight,1993-05-06T00:00:00,68.0,145.0,71.0,11,3,0,0,1,0,1,0,0,0,0,0.5,24.8,0.7,0.1,1.7,1.7,0.0,0.034999999999999996
Matheus Scheffel,140001059,Light Heavyweight,1992-11-04T00:00:00,74.0,205.0,75.0,14,7,0,0,5,3,0,1,0,0,0,0.7,26.8,0.0,0.0,0.0,0.0,0.0,0.0
Cortney Casey,140000093,Women's Flyweight,1987-05-05T00:00:00,67.0,125.0,67.0,10,9,0,0,2,0,3,1,0,0,0,3.0,40.0,0.2,0.3,3.6,3.6,13.0,0.18000000000000002
Jonathan Martinez,140000054,Bantamweight,1994-04-20T00:00:00,68.0,135.0,70.0,14,4,0,0,1,0,0,0,0,0,0,0.4,14.8,0.0,0.0,1.0,1.0,1.6,0.0
Eduardo Garagorri,140000540,Featherweight,1989-05-28T00:00:00,69.0,145.0,70.0,13,2,0,0,12,0,10,6,0,0,0,10.0,87.7,1.4,0.0,0.0,0.0,11.4,0.0
Raphael Pessoa,140000533,Heavyweight,1989-03-09T00:00:00,75.0,264.0,78.0,10,2,0,0,10,3,3,3,0,0,0,6.3,49.6,0.0,0.0,0.0,0.0,14.2,0.0
Mikey Gonzalez,140000962,Lightweight,1985-08-13T00:00:00,71.0,155.0,74.0,7,2,0,0,4,1,1,0,0,0,0,0.8,15.9,0.0,0.0,0.0,0.0,0.0,0.0
Markus Perez,140000039,Middleweight,1988-06-22T00:00:00,73.0,186.0,73.0,12,6,0,0,4,1,8,0,1,0,0,3.5,55.0,1.1,1.4,0.0,0.0,0.0,5.390000000000001
Dan Hooker,140000487,Lightweight,1990-02-13T00:00:00,72.0,156.0,75.0,21,11,0,0,10,2,7,3,0,0,0,4.8,54.8,0.9,0.2,18.6,18.6,9.2,0.8640000000000001
Kevin Croom,140001017,Lightweight,1987-07-15T00:00:00,71.0,145.0,73.0,21,13,0,1,15,10,16,10,0,2,0,3.4,67.0,2.4,2.4,0.0,0.0,0.0,19.584
Jose Flores,140000955,Lightweight,1988-03-17T00:00:00,72.0,155.0,73.0,9,2,0,0,3,0,5,2,0,0,0,1.4,42.5,0.0,1.1,0.0,0.0,0.0,0.0
Belal Muhammad,140000004,Welterweight,1988-07-09T00:00:00,71.0,170.0,72.0,19,3,0,1,5,1,1,0,1,0,0,6.2,58.0,2.4,0.2,5.8,5.8,40.2,2.976
Robert Whittaker,140000630,Middleweight,1990-12-20T00:00:00,72.0,186.0,73.0,24,5,0,0,1,0,1,0,0,0,0,0.5,14.8,0.1,0.0,1.9,1.9,10.2,0.0
Dominick Cruz,140000907,Bantamweight,1985-03-09T00:00:00,68.0,136.0,68.0,23,3,0,0,10,1,1,1,10,4,0,5.0,46.7,4.1,0.1,5.2,5.2,49.3,2.0500000000000003
Steve Garcia,140000564,Bantamweight,1992-05-22T00:00:00,72.0,155.0,75.0,12,4,0,0,13,0,0,2,0,0,0,9.9,97.3,4.3,1.1,18.6,18.6,0.0,46.827000000000005
Carlos Felipe,140000898,Heavyweight,1995-01-12T00:00:00,72.0,259.0,75.0,11,2,0,0,15,0,0,0,0,0,0,12.4,75.3,0.0,0.0,0.0,0.0,36.8,0.0
Zhalgas Zhumagulov,140000919,Flyweight,1988-08-29T00:00:00,64.0,125.0,66.5,14,5,0,0,12,2,4,0,4,0,0,8.7,75.3,2.9,1.0,0.0,0.0,0.0,25.229999999999997
Aleksei Kunchenko,140000535,Welterweight,1984-05-02T00:00:00,68.0,170.0,72.0,20,3,0,0,13,0,1,0,5,0,0,3.9,45.5,0.3,0.0,0.0,0.0,9.6,0.0
Chan Sung Jung,140000421,Featherweight,1987-03-17T00:00:00,67.0,146.0,72.0,17,6,0,0,16,8,13,0,0,3,0,10.7,81.4,2.2,1.9,28.3,28.3,11.5,44.726
Viviane Araujo,140000333,Women's Flyweight,1986-11-21T00:00:00,64.0,126.0,68.0,10,3,0,0,0,0,0,0,0,0,0,0.3,13.6,0.1,0.0,0.5,0.5,1.6,0.0
Veronica Macedo,140000107,Women's Flyweight,1995-10-30T00:00:00,64.0,135.0,64.0,6,4,1,0,0,0,0,0,0,0,0,0.5,16.1,0.1,0.1,0.0,0.0,0.0,0.005000000000000001
Tracy Cortez,140000509,Women's Flyweight,1993-12-10T00:00:00,65.0,127.0,65.5,9,1,0,0,3,0,3,3,0,0,0,10.6,106.2,8.3,0.7,0.0,0.0,66.5,61.586
Jamey Simmons,140001081,Featherweight,1992-09-11T00:00:00,66.0,136.0,70.0,7,4,0,0,10,5,2,5,0,0,0,1.9,47.0,0.0,0.0,0.0,0.0,0.0,0.0
Julian Marquez,140000792,Middleweight,1990-05-08T00:00:00,74.0,185.0,72.0,9,2,0,0,3,0,2,0,0,0,0,2.4,37.6,0.0,1.9,5.3,5.3,0.0,0.0
Uriah Hall,140000604,Middleweight,1984-07-31T00:00:00,72.0,185.0,79.5,18,10,0,0,15,4,1,0,2,2,0,3.8,55.3,0.6,0.2,22.3,22.3,7.7,0.45599999999999996
Rafael Dos Anjos,140000368,Welterweight,1984-10-26T00:00:00,68.0,156.0,70.0,30,13,0,0,7,3,12,1,3,3,0,5.1,65.8,2.8,0.9,11.3,11.3,31.0,12.851999999999999
Darren Till,140000197,Middleweight,1992-12-24T00:00:00,72.0,185.0,74.0,18,4,1,0,7,1,1,1,0,1,0,1.6,40.7,0.4,0.0,6.3,6.3,14.8,0.0
Louis Cosce,140000957,Welterweight,1995-08-27T00:00:00,69.0,170.0,71.0,7,1,0,0,1,0,1,0,0,0,0,2.2,25.1,0.3,0.0,0.0,0.0,0.0,0.0
Lina Lansberg,140000380,Women's Bantamweight,1982-03-13T00:00:00,67.0,135.0,65.5,10,5,0,0,5,4,0,0,0,0,0,3.5,74.1,0.9,0.2,0.0,0.0,29.8,0.63
Stephanie Egger,140001050,Women's Bantamweight,1988-08-12T00:00:00,66.0,135.0,68.0,6,2,0,0,1,0,0,0,0,0,0,0.4,27.2,0.4,0.0,2.8,2.8,0.0,0.0
Alexander Volkov,140000647,Heavyweight,1988-10-24T00:00:00,79.0,263.0,80.0,34,9,0,0,37,6,9,6,9,3,0,13.8,104.2,1.5,0.4,15.7,15.7,15.7,8.280000000000001
Yorgan De Castro,140000405,Heavyweight,1986-12-19T00:00:00,72.0,261.0,74.0,6,3,0,0,15,3,0,0,0,0,0,7.2,94.4,0.0,0.0,38.1,38.1,0.0,0.0
Andre Ewell,140000419,Featherweight,1988-01-21T00:00:00,68.0,145.0,75.0,17,8,0,0,5,1,3,2,1,0,0,3.2,36.2,0.2,0.1,0.0,0.0,13.6,0.06400000000000002
Tyson Nam,140000608,Flyweight,1983-10-06T00:00:00,67.0,126.0,68.0,20,12,1,0,16,7,2,0,0,2,0,8.1,47.8,0.0,0.0,13.5,13.5,0.0,0.0
Brian Kelleher,140000702,Featherweight,1986-08-19T00:00:00,66.0,136.0,66.0,23,12,0,0,12,1,12,9,0,0,0,5.3,66.2,1.9,1.3,8.3,8.3,8.3,13.091
Kamaru Usman,140000145,Welterweight,1987-05-11T00:00:00,72.0,169.0,76.0,20,1,0,0,16,0,3,3,12,0,0,14.2,112.5,9.1,0.4,33.2,33.2,83.0,51.688
Maki Pitolo,140000450,Middleweight,1990-11-24T00:00:00,70.0,185.0,75.0,13,8,0,0,1,0,1,1,0,0,0,0.9,20.0,0.5,0.1,1.0,1.0,0.0,0.045000000000000005
Chas Skelly,140000602,Featherweight,1985-05-11T00:00:00,71.0,146.0,72.0,18,3,0,1,6,2,14,0,0,0,0,4.0,56.9,3.4,4.8,9.0,9.0,12.8,65.28
Ian Heinisch,140000367,Middleweight,1988-08-05T00:00:00,71.0,185.0,72.0,14,5,0,0,5,1,2,1,1,1,0,3.1,57.1,1.0,0.6,10.2,10.2,10.2,1.8599999999999999
Bill Algeo,140000407,Featherweight,1989-06-09T00:00:00,72.0,146.0,73.0,14,6,0,0,5,0,10,3,6,0,0,10.1,76.2,0.8,0.0,0.0,0.0,8.0,0.0
Omar Morales,140000530,Lightweight,1985-10-17T00:00:00,71.0,145.0,73.0,11,2,0,0,1,0,4,1,0,0,0,2.5,36.3,0.4,0.0,5.7,5.7,19.9,0.0
Kai Kamaka,140001002,Featherweight,1995-01-05T00:00:00,67.0,144.0,69.0,8,4,1,0,0,5,3,0,0,0,0,12.5,97.8,4.8,0.7,0.0,0.0,12.2,42.0
Jim Miller,140000292,Lightweight,1983-08-30T00:00:00,68.0,155.0,71.0,33,16,0,1,9,4,24,5,4,0,0,4.8,65.8,2.9,3.3,10.7,10.7,21.5,45.936
Islam Makhachev,140000285,Lightweight,1991-10-27T00:00:00,70.0,155.0,70.5,21,1,0,0,8,3,16,0,0,0,0,5.8,116.7,8.9,3.3,12.0,12.0,29.5,170.34599999999998
Antonio Carlos Jr.,140000366,Middleweight,1990-03-16T00:00:00,74.0,205.0,79.0,14,5,0,2,0,0,2,0,0,0,0,0.3,21.5,0.5,0.1,0.0,0.0,1.8,0.015
Michael Johnson,140000242,Lightweight,1986-06-04T00:00:00,70.0,155.0,73.5,20,17,0,0,13,5,5,15,0,3,0,11.5,65.5,1.3,0.1,17.9,17.9,31.3,1.495
Randa Markos,140000202,Women's Strawweight,1985-08-10T00:00:00,64.0,115.0,63.0,11,12,1,0,0,0,0,0,0,0,0,0.2,16.1,0.1,0.0,0.0,0.0,2.1,0.0
Pannie Kianzad,140000438,Women's Bantamweight,1991-12-08T00:00:00,67.0,136.0,66.0,16,6,0,0,2,1,0,2,1,1,0,4.3,47.4,0.2,0.1,0.0,0.0,16.3,0.08600000000000001
Manel Kape,140000959,Flyweight,1993-11-14T00:00:00,65.0,129.0,68.0,16,6,0,0,16,0,12,5,2,0,0,9.2,78.1,2.1,0.0,11.3,11.3,0.0,0.0
Kyle Nelson,140000315,Featherweight,1991-04-20T00:00:00,71.0,145.0,71.0,13,4,0,0,5,2,4,1,0,0,0,3.7,42.4,1.0,2.0,6.1,6.1,0.0,7.4
Nassourdine Imavov,140001027,Middleweight,1995-03-01T00:00:00,75.0,185.0,75.0,11,3,0,0,4,0,3,1,0,0,0,3.2,54.4,0.5,1.9,12.3,12.3,5.3,3.04
Zarrukh Adashev,140000915,Flyweight,1992-07-29T00:00:00,65.0,125.0,65.0,4,3,0,0,2,1,0,1,0,0,0,4.2,44.1,0.0,0.6,0.0,0.0,15.6,0.0
Charlie Ontiveros,140000977,Middleweight,1991-07-04T00:00:00,74.0,155.0,74.0,11,8,0,0,1,2,1,0,0,0,0,0.2,25.5,0.0,0.0,0.0,0.0,0.0,0.0
Jared Gordon,140000435,Featherweight,1988-09-06T00:00:00,69.0,155.0,68.0,18,4,0,0,5,3,2,0,0,1,0,4.5,64.8,2.2,0.0,3.9,3.9,21.1,0.0
Brandon Royval,140000910,Flyweight,1992-08-16T00:00:00,69.0,125.0,68.0,12,6,0,0,4,1,11,1,1,1,0,4.7,54.5,1.6,2.4,0.0,0.0,0.0,18.048000000000002
Rani Yahya,140000069,Bantamweight,1984-09-12T00:00:00,66.0,135.0,67.0,27,10,1,1,0,6,37,3,0,3,0,4.8,99.6,8.8,6.1,0.0,0.0,22.4,257.664
Grant Dawson,140000156,Featherweight,1994-02-20T00:00:00,70.0,156.0,72.0,17,1,1,0,8,2,15,0,0,0,0,5.8,86.5,6.3,2.5,9.9,9.9,14.4,91.35
Gina Mazany,140000127,Women's Bantamweight,1988-08-19T00:00:00,66.0,126.0,68.0,7,5,0,0,1,1,0,0,0,0,0,0.8,31.3,1.1,0.1,1.9,1.9,1.9,0.08800000000000002
Gadzhimurad Antigulov,140000270,Light Heavyweight,1987-02-09T00:00:00,71.0,205.0,70.5,20,8,0,0,1,2,5,1,0,0,0,0.7,37.3,1.7,0.5,0.0,0.0,0.0,0.595
Melsik Baghdasaryan,140001015,Featherweight,1992-01-28T00:00:00,69.0,145.0,70.0,7,1,0,0,8,0,0,2,0,0,0,9.8,81.3,0.0,0.0,16.0,16.0,32.0,0.0
Alexa Grasso,140000397,Women's Strawweight,1993-08-09T00:00:00,65.0,125.0,66.0,13,3,0,0,2,0,0,1,0,0,0,2.6,38.0,0.1,0.3,0.0,0.0,22.8,0.078
Jennifer Maia,140000205,Women's Flyweight,1988-10-06T00:00:00,64.0,125.0,64.0,19,7,1,0,1,0,1,0,0,0,0,0.6,17.9,0.0,0.0,0.0,0.0,1.7,0.0
Alexander Munoz,140000825,Lightweight,1990-02-27T00:00:00,69.0,156.0,72.0,6,2,0,0,5,0,3,0,0,0,0,10.7,74.5,8.1,0.0,0.0,0.0,20.6,0.0
Jon Jones,140000146,Light Heavyweight,1987-07-19T00:00:00,76.0,205.0,84.5,26,1,0,1,4,0,3,0,6,0,0,1.8,41.0,0.8,0.2,11.7,11.7,23.4,0.28800000000000003
Oron Kahlon,140000982,Featherweight,1984-11-04T00:00:00,68.0,139.0,70.0,16,1,0,0,1,0,2,0,0,0,0,0.2,27.6,0.0,0.0,0.0,0.0,0.0,0.0
Brendan Allen,140000472,Middleweight,1995-12-28T00:00:00,74.0,185.0,75.0,17,4,0,0,6,1,11,1,2,2,0,4.9,62.8,1.5,1.8,5.7,5.7,10.4,13.23
Amanda Ribas,140000432,Women's Strawweight,1993-08-26T00:00:00,63.0,115.0,66.0,11,2,0,0,3,2,4,0,0,0,0,4.2,52.3,1.8,1.4,0.0,0.0,22.1,10.584
Andrea Lee,140000082,Women's Flyweight,1989-02-11T00:00:00,66.0,126.0,69.5,13,5,0,0,3,0,5,1,3,0,0,6.0,55.0,1.9,0.9,5.8,5.8,17.1,10.26
Frankie Saenz,140000206,Bantamweight,1980-08-12T00:00:00,66.0,135.0,66.0,13,7,0,0,7,9,4,0,0,0,0,8.7,79.6,3.8,0.3,0.0,0.0,37.1,9.917999999999997
Frank Camacho,140000376,Lightweight,1989-05-18T00:00:00,70.0,155.0,73.0,22,9,0,0,19,6,2,2,0,0,0,8.1,57.8,1.4,0.0,3.9,3.9,3.9,0.0
Rafael Alves,140000999,Featherweight,1990-10-10T00:00:00,68.0,155.0,68.0,20,10,0,0,10,4,11,8,0,3,0,2.9,59.0,0.0,2.5,0.0,0.0,0.0,0.0
Dustin Stoltzfus,140000964,Middleweight,1991-11-15T00:00:00,72.0,185.0,75.0,13,3,0,0,4,0,11,2,0,0,0,8.2,81.6,1.1,1.1,13.9,13.9,0.0,9.922
Laureano Staropoli,140000346,Welterweight,1993-02-27T00:00:00,73.0,185.0,71.5,9,5,0,0,1,0,0,0,0,0,0,0.3,12.0,0.1,0.0,0.0,0.0,1.5,0.0
Pedro Munhoz,140000138,Bantamweight,1986-09-07T00:00:00,66.0,135.0,65.0,19,6,0,1,13,0,13,0,5,0,0,14.2,72.9,1.6,1.8,18.5,18.5,18.5,40.896
Jeff Molina,140000998,Flyweight,1997-07-17T00:00:00,66.0,125.0,69.0,10,2,0,0,6,0,10,2,0,0,0,12.1,77.7,0.0,0.0,11.6,11.6,23.2,0.0
Alexandr Romanov,140000903,Heavyweight,1990-12-11T00:00:00,74.0,260.0,75.0,15,0,0,0,2,0,3,0,0,0,0,1.6,34.5,2.0,0.5,2.4,2.4,2.4,1.6
Drakkar Klose,140000552,Lightweight,1988-03-09T00:00:00,69.0,156.0,70.0,11,2,1,0,6,2,0,0,0,0,0,5.8,75.9,2.3,0.0,0.0,0.0,43.7,0.0
Chad Johnson,140000984,Heavyweight,1986-07-22T00:00:00,74.0,215.0,80.0,6,3,0,0,1,0,0,0,0,0,0,1.3,31.8,0.0,0.0,0.0,0.0,0.0,0.0
Jamall Emmers,140000783,Featherweight,1989-07-24T00:00:00,70.0,145.0,74.0,18,6,0,0,8,2,4,2,0,1,0,6.8,59.0,3.3,0.5,0.0,0.0,4.9,11.219999999999999
Luis Saldana,140001063,Featherweight,1991-01-27T00:00:00,71.0,146.0,73.0,15,7,0,0,4,1,4,1,0,0,0,2.8,39.7,0.0,0.2,2.7,2.7,2.7,0.0
Ciryl Gane,140000534,Heavyweight,1990-04-12T00:00:00,76.0,247.0,81.0,10,0,0,0,3,0,2,0,1,0,1,4.4,54.6,0.6,0.2,18.2,18.2,27.3,0.528
Shane Burgos,140000328,Featherweight,1991-03-19T00:00:00,71.0,146.0,75.5,14,3,0,0,6,2,6,0,0,0,0,9.2,60.6,0.3,0.1,12.6,12.6,25.3,0.27599999999999997
Jorge Masvidal,140000196,Welterweight,1984-11-12T00:00:00,71.0,170.0,74.0,35,15,0,0,15,2,2,2,0,3,0,4.0,53.3,1.4,0.3,11.6,11.6,17.4,1.68
Makhmud Muradov,140000619,Middleweight,1990-02-08T00:00:00,74.0,184.0,75.5,25,7,0,0,11,0,1,2,0,0,0,2.4,28.3,0.1,0.1,2.7,2.7,1.4,0.024
Leonardo Santos,140000377,Lightweight,1980-02-05T00:00:00,72.0,155.0,75.0,18,5,1,0,0,0,1,0,0,0,0,0.2,14.2,0.1,0.0,0.6,0.6,0.8,0.0
Alexander Yakovlev,140000273,Lightweight,1984-07-18T00:00:00,75.0,155.0,74.0,24,10,1,0,2,0,2,1,0,0,0,0.4,26.1,0.4,0.0,0.7,0.7,0.7,0.0
Zak Cummings,140000352,Middleweight,1984-08-02T00:00:00,72.0,185.0,75.0,24,7,0,0,3,0,7,1,0,1,0,1.4,28.5,0.4,0.4,1.7,1.7,7.0,0.22399999999999998
Nate Smith,140000967,Flyweight,1995-04-09T00:00:00,66.0,125.0,69.0,6,2,0,0,2,0,6,2,0,2,0,2.4,52.9,0.0,4.2,0.0,0.0,0.0,0.0
Collin Anglin,140000983,Featherweight,1993-02-20T00:00:00,69.0,146.0,71.0,8,3,0,0,3,2,1,0,0,0,0,3.5,43.9,1.7,0.0,0.0,0.0,6.9,0.0
Deron Winn,140000413,Middleweight,1989-06-13T00:00:00,66.0,185.0,70.0,7,2,0,0,11,0,0,3,0,0,0,13.3,88.8,14.0,0.0,0.0,0.0,37.2,0.0
Marc Diakiese,140000183,Lightweight,1993-03-16T00:00:00,70.0,155.0,73.0,14,5,0,0,16,0,3,5,0,0,0,8.2,73.8,5.7,0.0,17.2,17.2,25.8,0.0
Mizuki Inoue,140000588,Women's Strawweight,1994-08-19T00:00:00,63.0,115.0,65.0,14,6,0,0,0,0,8,0,0,1,0,4.3,46.8,0.0,0.0,0.0,0.0,4.3,0.0
Zubaira Tukhugov,140000598,Featherweight,1991-01-15T00:00:00,68.0,146.0,68.0,20,5,1,0,12,3,3,3,0,0,0,8.0,67.7,6.7,0.0,12.7,12.7,19.0,0.0
Journey Newson,140000436,Bantamweight,1989-03-07T00:00:00,65.0,135.0,67.5,9,3,0,1,2,1,2,0,0,0,0,1.8,26.6,0.0,0.6,0.0,0.0,0.0,0.0
Rachael Ostovich,140000018,Women's Flyweight,1991-02-25T00:00:00,63.0,125.0,62.0,4,6,0,0,0,5,4,5,0,0,0,4.5,62.5,3.6,1.4,0.0,0.0,0.0,22.679999999999996
Omari Akhmedov,140000163,Middleweight,1987-10-12T00:00:00,72.0,204.0,71.0,21,7,1,0,9,4,8,3,0,0,0,4.0,50.1,3.5,0.3,9.7,9.7,24.9,4.2
Derek Brunson,140000329,Middleweight,1984-01-04T00:00:00,73.0,186.0,77.0,23,7,0,0,1,0,0,0,0,0,0,0.3,17.4,0.3,0.0,1.9,1.9,1.9,0.0
Carlton Minus,140001005,Lightweight,1993-04-26T00:00:00,70.0,159.0,75.0,10,3,0,1,1,0,0,0,0,0,0,0.9,19.9,0.0,0.0,0.0,0.0,0.0,0.0
Rafael Fiziev,140000269,Lightweight,1993-03-05T00:00:00,68.0,155.0,71.0,10,1,0,0,15,2,2,0,0,0,0,12.9,83.2,1.4,0.0,14.1,14.1,42.4,0.0
Livinha Souza,140000041,Women's Strawweight,1991-03-11T00:00:00,63.0,115.0,63.0,14,4,0,0,4,2,11,0,4,2,0,3.6,88.9,5.2,2.8,0.0,0.0,15.9,52.416000000000004
Taneisha Tennant,140001032,Women's Bantamweight,1989-06-15T00:00:00,67.0,135.0,70.0,5,1,0,0,1,0,0,0,1,0,0,5.0,52.0,0.0,0.0,0.0,0.0,0.0,0.0
Raoni Barcelos,140000334,Bantamweight,1987-05-01T00:00:00,67.0,135.0,67.0,16,2,0,0,12,0,4,2,7,0,0,11.8,84.8,3.9,1.3,16.4,16.4,16.4,59.82600000000001
Martin Day,140000871,Featherweight,1988-11-10T00:00:00,70.0,145.0,73.5,8,6,0,0,6,4,4,2,0,0,0,7.3,61.8,1.3,0.9,0.0,0.0,0.0,8.541
Anthony Ivy,140000912,Welterweight,1990-01-23T00:00:00,74.0,170.0,74.0,8,5,0,0,11,4,6,4,0,0,0,5.4,61.9,10.1,0.0,0.0,0.0,0.0,0.0
Adrian Yanez,140000972,Bantamweight,1993-11-29T00:00:00,67.0,135.0,70.0,14,3,0,0,15,0,6,0,0,3,0,10.3,65.5,0.0,0.0,39.4,39.4,0.0,0.0
Alateng Heili,140000582,Bantamweight,1991-12-14T00:00:00,65.0,136.0,66.0,14,8,2,0,10,8,8,3,0,0,0,7.1,59.9,4.5,0.0,0.0,0.0,13.4,0.0
